question_id,question,expected_source_file,single_source,technique,k,retrieval_latency_ms,query_embedding_dim,rank,store_score,cosine_sim,chunk_len,preview,source_file
q1,"If a CS major has no prior computing experience, what does the department suggest instead of jumping straight into CS 46A?",sjsu_cs_undergrad_faq.txt,True,sentence_window,5,137.99920002929866,384,1,0.6062573997224366,0.6655760539760214,209,"Your 46A will almost certainly count as equivalent to CS 49C if it used C or C++, and will likely count as an elective for the CS major -- consult the Computer ",sjsu_cs_undergrad_faq.txt
q1,"If a CS major has no prior computing experience, what does the department suggest instead of jumping straight into CS 46A?",sjsu_cs_undergrad_faq.txt,True,sentence_window,5,137.99920002929866,384,2,0.5249052565833101,0.6994942870807926,94,"If you have not successfully completed a CS 46A equivalent, then you should enroll in CS 46A. ",sjsu_cs_undergrad_faq.txt
q1,"If a CS major has no prior computing experience, what does the department suggest instead of jumping straight into CS 46A?",sjsu_cs_undergrad_faq.txt,True,sentence_window,5,137.99920002929866,384,3,0.5234834148939267,0.5533882013200354,238,"If you are reasonably sure that you want to be a CS major, you are a community college student, and you think you will be attending SJSU or another California S",sjsu_cs_undergrad_faq.txt
q1,"If a CS major has no prior computing experience, what does the department suggest instead of jumping straight into CS 46A?",sjsu_cs_undergrad_faq.txt,True,sentence_window,5,137.99920002929866,384,4,0.5203001321166639,0.5584805550766805,256,"By department policy, instructors of computer science classes must give priority for adds to students who are not repeating the course, except that graduating s",sjsu_cs_undergrad_faq.txt
q1,"If a CS major has no prior computing experience, what does the department suggest instead of jumping straight into CS 46A?",sjsu_cs_undergrad_faq.txt,True,sentence_window,5,137.99920002929866,384,5,0.5121679279937935,0.5198472356338999,93,"slightly modified, April 2025 Does the department offer courses on current computing topics? ",sjsu_cs_undergrad_faq.txt
q2,"What course must an MSCS student pass before they can enroll in CS 297, and in which semester do most students take CS 297?",sjsu_mscs_faq.txt,True,token,5,159.99160008504987,384,1,0.6815885251977013,0.6721978013258062,1050,"numbers during Summer and Winter Sessions. When should I take CS 297 and CS 298? Most students take CS 297 in their third semester. However, please note you wil",sjsu_mscs_faq.txt
q2,"What course must an MSCS student pass before they can enroll in CS 297, and in which semester do most students take CS 297?",sjsu_mscs_faq.txt,True,token,5,159.99160008504987,384,2,0.6454061432641687,0.7167980604338905,1171,MSCS FAQ | Department of Computer Science How do we fulfill the Foundations/Architecture/Systems Software and Specialty Courses requirement? Please refer to our,sjsu_mscs_faq.txt
q2,"What course must an MSCS student pass before they can enroll in CS 297, and in which semester do most students take CS 297?",sjsu_mscs_faq.txt,True,token,5,159.99160008504987,384,3,0.6392822135060228,0.6297194058453918,1043,"third possibility is to simply take CS 46A at SJSU.  Your 46A will almost certainly count as equivalent to CS 49C if it used C or C++, and will likely count as ",sjsu_cs_undergrad_faq.txt
q2,"What course must an MSCS student pass before they can enroll in CS 297, and in which semester do most students take CS 297?",sjsu_mscs_faq.txt,True,token,5,159.99160008504987,384,4,0.639049048993945,0.64734804015029,1166,requirements? Admission to the MSCS program is a competitive process. We continually monitor the number of applicants and the number of spaces in the program. W,sjsu_mscs_faq.txt
q2,"What course must an MSCS student pass before they can enroll in CS 297, and in which semester do most students take CS 297?",sjsu_mscs_faq.txt,True,token,5,159.99160008504987,384,5,0.6383564935225855,0.6166973722249841,1097,you can count it toward graduation (if you have not already taken another Area E course). See the Science 2 web site for more information. There is a similar co,sjsu_cs_undergrad_faq.txt
q2,"What course must an MSCS student pass before they can enroll in CS 297, and in which semester do most students take CS 297?",sjsu_mscs_faq.txt,True,semantic,5,51.98470002505928,384,1,0.7278837823623895,0.7045472131604333,597,Please bring along your prerequisite documents. The CS Office is no longer providing permission numbers during Summer and Winter Sessions. When should I take CS,sjsu_mscs_faq.txt
q2,"What course must an MSCS student pass before they can enroll in CS 297, and in which semester do most students take CS 297?",sjsu_mscs_faq.txt,True,semantic,5,51.98470002505928,384,2,0.6306410206074997,0.6171577436366155,3658,Did you recently change the admission requirements? Admission to the MSCS program is a competitive process. We continually monitor the number of applicants and ,sjsu_mscs_faq.txt
q2,"What course must an MSCS student pass before they can enroll in CS 297, and in which semester do most students take CS 297?",sjsu_mscs_faq.txt,True,semantic,5,51.98470002505928,384,3,0.6134181146869647,0.5922496410150389,9538,"Determine, preferably in consultation with an advisor, whether you are ready to start upper-division coursework in Computer Science. If you have successfully co",sjsu_cs_undergrad_faq.txt
q2,"What course must an MSCS student pass before they can enroll in CS 297, and in which semester do most students take CS 297?",sjsu_mscs_faq.txt,True,semantic,5,51.98470002505928,384,4,0.6023075440239894,0.5757767531503596,993,"Be aware that this program is only a sample, and will not be appropriate for every student.  The department web site contains a prerequisite chart . Also see th",sjsu_cs_undergrad_faq.txt
q2,"What course must an MSCS student pass before they can enroll in CS 297, and in which semester do most students take CS 297?",sjsu_mscs_faq.txt,True,semantic,5,51.98470002505928,384,5,0.5952998114627728,0.677490087223049,337,"MSCS Requirements for Graduation | Department of Computer Science Skip to main content MSCS Requirements for Graduation Students must complete all residency, cu",sjsu_mscs_requirements_for_graduation.txt
q2,"What course must an MSCS student pass before they can enroll in CS 297, and in which semester do most students take CS 297?",sjsu_mscs_faq.txt,True,sentence_window,5,169.41939992830157,384,1,0.7513783505363609,0.8058671045996484,51,Most students take CS 297 in their third semester. ,sjsu_mscs_faq.txt
q2,"What course must an MSCS student pass before they can enroll in CS 297, and in which semester do most students take CS 297?",sjsu_mscs_faq.txt,True,sentence_window,5,169.41939992830157,384,2,0.6763487380927594,0.742015976932756,138,"However, please note you will need to select an instructor to serve as your advisor and have their approval before enrolling into CS 297. ",sjsu_mscs_faq.txt
q2,"What course must an MSCS student pass before they can enroll in CS 297, and in which semester do most students take CS 297?",sjsu_mscs_faq.txt,True,sentence_window,5,169.41939992830157,384,3,0.6477778859207025,0.5928705995138502,89,What is a typical set of computer science courses that you might expect of an applicant? ,sjsu_mscs_faq.txt
q2,"What course must an MSCS student pass before they can enroll in CS 297, and in which semester do most students take CS 297?",sjsu_mscs_faq.txt,True,sentence_window,5,169.41939992830157,384,4,0.62778931410602,0.6733088805997675,102,A typical BSCS program will expect students to complete about 12 junior/senior level CS courses (i.e. ,sjsu_mscs_faq.txt
q2,"What course must an MSCS student pass before they can enroll in CS 297, and in which semester do most students take CS 297?",sjsu_mscs_faq.txt,True,sentence_window,5,169.41939992830157,384,5,0.6158215047087631,0.584067384425211,117,Degree programs in computer science offer one or more software engineering courses as elements of the CS curriculum. ,sjsu_mscs_faq.txt
q3,At what cumulative GPA is an undergraduate student placed on academic notice at SJSU?,sjsu_socsci_academic_notice.txt,False,token,5,53.708799998275936,384,1,0.7481271380551207,0.7498268636637198,1025,Academic Notice | College of Social Sciences Student Success Center Skip to main content Academic Notice Undergraduate students are placed on academic notice if,sjsu_socsci_academic_notice.txt
q3,At what cumulative GPA is an undergraduate student placed on academic notice at SJSU?,sjsu_socsci_academic_notice.txt,False,token,5,53.708799998275936,384,2,0.6924924494658644,0.6931275855793422,494,= Unauthorized Withdrawal      IC = Incomplete - Charged The following grades are not calculated into your GPA. No Credit. Equivalent to D+ and below* . See the,sjsu_grade_changes.txt
q3,At what cumulative GPA is an undergraduate student placed on academic notice at SJSU?,sjsu_socsci_academic_notice.txt,False,token,5,53.708799998275936,384,3,0.6813492548172909,0.6778192018573803,1097,requirements. General Education is fulfilled upon completion of a degree ( Exceptions for University Graduation Requirements ). DocuSign template forms require ,sjsu_student_petitions.txt
q3,At what cumulative GPA is an undergraduate student placed on academic notice at SJSU?,sjsu_socsci_academic_notice.txt,False,token,5,53.708799998275936,384,4,0.65998134137898,0.594736271635529,938,"""stopped-out"" or being disqualified, students must: have an all college GPA that is 2.0 or better; and have earned 60 or more semester units (90 quarter units);",sjsu_student_petitions_faq.txt
q3,At what cumulative GPA is an undergraduate student placed on academic notice at SJSU?,sjsu_socsci_academic_notice.txt,False,token,5,53.708799998275936,384,5,0.6557930886519653,0.6338318088559719,1093,business major . A change of concentration is also considered a change of major. How do I establish graduating senior status? When should I apply for graduation,sjsu_lcob_advising_faq.txt
q3,At what cumulative GPA is an undergraduate student placed on academic notice at SJSU?,sjsu_socsci_academic_notice.txt,False,semantic,5,62.57059995550662,384,1,0.7822072146945339,0.7700534348224896,817,Academic Notice | College of Social Sciences Student Success Center Skip to main content Academic Notice Undergraduate students are placed on academic notice if,sjsu_socsci_academic_notice.txt
q3,At what cumulative GPA is an undergraduate student placed on academic notice at SJSU?,sjsu_socsci_academic_notice.txt,False,semantic,5,62.57059995550662,384,2,0.6769173725681046,0.6263689834671076,1374,When should I apply for graduation? Graduating senior standing is granted for students who apply for graduation by the priority deadline. Visit our Graduation w,sjsu_lcob_advising_faq.txt
q3,At what cumulative GPA is an undergraduate student placed on academic notice at SJSU?,sjsu_socsci_academic_notice.txt,False,semantic,5,62.57059995550662,384,3,0.6482816868595506,0.7053287001025427,371,Equivalent to D+ and below* . See the current SJSU Catalog for details regarding the grading symbols and policies for Undergraduate and Graduate studies. Retroa,sjsu_grade_changes.txt
q3,At what cumulative GPA is an undergraduate student placed on academic notice at SJSU?,sjsu_socsci_academic_notice.txt,False,semantic,5,62.57059995550662,384,4,0.6245791423294671,0.588006694117088,2706,). Temporary suspension of sections of Executive Order 1037 due to COVID-19 (effective Fall 2020-Spring 2021). Fewer than 6-semester units of upper-division cou,sjsu_student_petitions.txt
q3,At what cumulative GPA is an undergraduate student placed on academic notice at SJSU?,sjsu_socsci_academic_notice.txt,False,semantic,5,62.57059995550662,384,5,0.6155149178707088,0.5994837967604691,239,These exceptions do not apply outside of those terms. How many upper-division units do I need for a minor at SJSU? You must complete at least 6 upper-division u,sjsu_student_petitions_faq.txt
q3,At what cumulative GPA is an undergraduate student placed on academic notice at SJSU?,sjsu_socsci_academic_notice.txt,False,sentence_window,5,150.88570001535118,384,1,0.8006399576357889,0.7980869238713071,218,Academic Notice | College of Social Sciences Student Success Center Skip to main content Academic Notice Undergraduate students are placed on academic notice if,sjsu_socsci_academic_notice.txt
q3,At what cumulative GPA is an undergraduate student placed on academic notice at SJSU?,sjsu_socsci_academic_notice.txt,False,sentence_window,5,150.88570001535118,384,2,0.7757555356533884,0.7539190787566724,153,"SJSU cumulative GPA (SJSU CUM GPA) determines Academic Standing (e.g., Good Standing, Academic Notice (formerly Probation), or Disqualification status). ",sjsu_student_petitions_faq.txt
q3,At what cumulative GPA is an undergraduate student placed on academic notice at SJSU?,sjsu_socsci_academic_notice.txt,False,sentence_window,5,150.88570001535118,384,3,0.7523788320274462,0.7672570823571971,137,"Good Academic Standing The student has earned at least a 2.0 semester GPA, which is high enough to bring the SJSU cumulative GPA to 2.0. ",sjsu_socsci_academic_notice.txt
q3,At what cumulative GPA is an undergraduate student placed on academic notice at SJSU?,sjsu_socsci_academic_notice.txt,False,sentence_window,5,150.88570001535118,384,4,0.7421781173871613,0.7523257563786087,138,Academic Notice (formerly Academic Probation) refers to the academic standing category for students with a SJSU cumulative GPA below 2.0. ,sjsu_chhs_faqs.txt
q3,At what cumulative GPA is an undergraduate student placed on academic notice at SJSU?,sjsu_socsci_academic_notice.txt,False,sentence_window,5,150.88570001535118,384,5,0.735752447284365,0.7999299224062786,145,"Continued Academic Notice The student has earned at least a 2.0 semester GPA, but it is not high enough to bring the SJSU cumulative GPA to 2.0. ",sjsu_socsci_academic_notice.txt
q4,How many years does an MSCS student have to complete the degree?,sjsu_mscs_faq.txt,True,token,5,52.8933999594301,384,1,0.6302411818812607,0.6815013494090545,337,"MSCS Requirements for Graduation | Department of Computer Science Skip to main content MSCS Requirements for Graduation Students must complete all residency, cu",sjsu_mscs_requirements_for_graduation.txt
q4,How many years does an MSCS student have to complete the degree?,sjsu_mscs_faq.txt,True,token,5,52.8933999594301,384,2,0.6164000476176014,0.5850991931071883,908,Master of Science in Computer Science | Department of Computer Science Skip to main content Master of Science in Computer Science The Master of Science program ,sjsu_mscs_program_overview.txt
q4,How many years does an MSCS student have to complete the degree?,sjsu_mscs_faq.txt,True,token,5,52.8933999594301,384,3,0.5654795091113338,0.5183427719901617,1050,"numbers during Summer and Winter Sessions. When should I take CS 297 and CS 298? Most students take CS 297 in their third semester. However, please note you wil",sjsu_mscs_faq.txt
q4,How many years does an MSCS student have to complete the degree?,sjsu_mscs_faq.txt,True,token,5,52.8933999594301,384,4,0.5458380270825401,0.5628370741571457,1113,"the first day of classes in the graduate program. I do not have a 4-year Bachelor degree. Can I be admitted to the MSCS program? No, a 4-year Bachelor degree is",sjsu_mscs_faq.txt
q4,How many years does an MSCS student have to complete the degree?,sjsu_mscs_faq.txt,True,token,5,52.8933999594301,384,5,0.5270710516772422,0.5233905823473951,1139,How To Apply | Department of Computer Science Skip to main content How to Apply We encourage applicants holding a bachelor's degree in Computer Science or a rel,sjsu_mscs_how_to_apply.txt
q4,How many years does an MSCS student have to complete the degree?,sjsu_mscs_faq.txt,True,semantic,5,47.410600003786385,384,1,0.6325395696061354,0.49446594901295093,604,Master of Science in Computer Science | Department of Computer Science Skip to main content Master of Science in Computer Science The Master of Science program ,sjsu_mscs_program_overview.txt
q4,How many years does an MSCS student have to complete the degree?,sjsu_mscs_faq.txt,True,semantic,5,47.410600003786385,384,2,0.6302411818812607,0.6815013494090545,337,"MSCS Requirements for Graduation | Department of Computer Science Skip to main content MSCS Requirements for Graduation Students must complete all residency, cu",sjsu_mscs_requirements_for_graduation.txt
q4,How many years does an MSCS student have to complete the degree?,sjsu_mscs_faq.txt,True,semantic,5,47.410600003786385,384,3,0.6228167941489346,0.5300034167112486,482,Completed 3 years of full-time coursework in a regionally accredited institution within the U.S. Completed a Bachelor's or Master's degree from one of the count,sjsu_mscs_faq.txt
q4,How many years does an MSCS student have to complete the degree?,sjsu_mscs_faq.txt,True,semantic,5,47.410600003786385,384,4,0.6059212309830062,0.5694564083794684,1160,Is that ok? Be sure to clearly indicate that you expect to earn your BS in the current semester. Completing the degree will be a condition for admission. Note t,sjsu_mscs_faq.txt
q4,How many years does an MSCS student have to complete the degree?,sjsu_mscs_faq.txt,True,semantic,5,47.410600003786385,384,5,0.5872428654712261,0.551236558059943,1153,I work during the day. Can I obtain the MSCS degree while working? We try to offer graduate courses in the late afternoons and evenings or early in the morning.,sjsu_mscs_faq.txt
q4,How many years does an MSCS student have to complete the degree?,sjsu_mscs_faq.txt,True,sentence_window,5,161.87960002571344,384,1,0.7356502881394574,0.5433015293199884,92,"No, a 4-year Bachelor degree is a minimum requirement for admission to the graduate school. ",sjsu_mscs_faq.txt
q4,How many years does an MSCS student have to complete the degree?,sjsu_mscs_faq.txt,True,sentence_window,5,161.87960002571344,384,2,0.7356502881394574,0.5433015293199884,92,"No, a 4-year Bachelor degree is a minimum requirement for admission to the graduate school. ",sjsu_mscs_faq.txt
q4,How many years does an MSCS student have to complete the degree?,sjsu_mscs_faq.txt,True,sentence_window,5,161.87960002571344,384,3,0.7210896522131793,0.6262738800782466,133,"However, some students with a 3-year degree have gone on to do one or two more years of post baccalaureate work in computer science. ",sjsu_mscs_faq.txt
q4,How many years does an MSCS student have to complete the degree?,sjsu_mscs_faq.txt,True,sentence_window,5,161.87960002571344,384,4,0.668047660036344,0.5738694239700364,88,A 4-year Bachelor degree is a minimum requirement for admission to the graduate school. ,sjsu_mscs_how_to_apply.txt
q4,How many years does an MSCS student have to complete the degree?,sjsu_mscs_faq.txt,True,sentence_window,5,161.87960002571344,384,5,0.6409006937392743,0.6753764556674214,44,Can I obtain the MSCS degree while working? ,sjsu_mscs_faq.txt
q5,Roughly how far before a semester starts does a student's enrollment appointment get posted on MySJSU?,sjsu_registration_basics.txt,False,token,5,58.155299979262054,384,1,0.7661016086341227,0.7552858679157166,1174,"Registration Basics | Office of the Registrar Skip to main content Registration Basics What Are Enrollment Appointments? How Are Enrollment Appointments Set, an",sjsu_registration_basics.txt
q5,Roughly how far before a semester starts does a student's enrollment appointment get posted on MySJSU?,sjsu_registration_basics.txt,False,token,5,58.155299979262054,384,2,0.6768185241356672,0.6788534277116092,902,"Fall 2026 Dates and Deadlines | Office of the Registrar Skip to main content Fall 2026 Payment due date is based on when you register, see Bursar's payment sche",sjsu_fall_2026_dates_deadlines.txt
q5,Roughly how far before a semester starts does a student's enrollment appointment get posted on MySJSU?,sjsu_registration_basics.txt,False,token,5,58.155299979262054,384,3,0.666369594578038,0.6384694763792851,877,"Spring 2027 | Office of the Registrar Skip to main content Spring 2027 Payment due date is based on when you register, see Bursar's payment schedule . after 9:0",sjsu_spring_2027_dates_deadlines.txt
q5,Roughly how far before a semester starts does a student's enrollment appointment get posted on MySJSU?,sjsu_registration_basics.txt,False,token,5,58.155299979262054,384,4,0.6257930275295311,0.6354564712405552,1069,"Spring 2026 Registration Bulletin | Office of the Registrar registration deadlines, permission numbers, automated waitlists, time conflicts, audit options, and ",sjsu_spring_2026_registration_bulletin.txt
q5,Roughly how far before a semester starts does a student's enrollment appointment get posted on MySJSU?,sjsu_registration_basics.txt,False,token,5,58.155299979262054,384,5,0.6226084394952025,0.5959468501299962,950,"processing Repeat Exception Petitions Tue, Aug. 18 Last Day to Drop for 100% Refund Wed, Aug. 19 First Day of Instruction The automated waitlist remains active ",sjsu_fall_2026_dates_deadlines.txt
q5,Roughly how far before a semester starts does a student's enrollment appointment get posted on MySJSU?,sjsu_registration_basics.txt,False,semantic,5,50.51080009434372,384,1,0.7603649391047784,0.7395104715094061,3653,"Registration Basics | Office of the Registrar Skip to main content Registration Basics What Are Enrollment Appointments? How Are Enrollment Appointments Set, an",sjsu_registration_basics.txt
q5,Roughly how far before a semester starts does a student's enrollment appointment get posted on MySJSU?,sjsu_registration_basics.txt,False,semantic,5,50.51080009434372,384,2,0.6750480520791373,0.6816210254079135,1730,"Fall 2026 Dates and Deadlines | Office of the Registrar Skip to main content Fall 2026 Payment due date is based on when you register, see Bursar's payment sche",sjsu_fall_2026_dates_deadlines.txt
q5,Roughly how far before a semester starts does a student's enrollment appointment get posted on MySJSU?,sjsu_registration_basics.txt,False,semantic,5,50.51080009434372,384,3,0.6733797838336603,0.6482449724045899,764,"Spring 2027 | Office of the Registrar Skip to main content Spring 2027 Payment due date is based on when you register, see Bursar's payment schedule . after 9:0",sjsu_spring_2027_dates_deadlines.txt
q5,Roughly how far before a semester starts does a student's enrollment appointment get posted on MySJSU?,sjsu_registration_basics.txt,False,semantic,5,50.51080009434372,384,4,0.6334877554932096,0.6285949052598561,1801,"Spring 2026 Registration Bulletin | Office of the Registrar registration deadlines, permission numbers, automated waitlists, time conflicts, audit options, and ",sjsu_spring_2026_registration_bulletin.txt
q5,Roughly how far before a semester starts does a student's enrollment appointment get posted on MySJSU?,sjsu_registration_basics.txt,False,semantic,5,50.51080009434372,384,5,0.5783079874949622,0.6010497699971857,886,Department policies take precedence over university limits and will be enforced. Waitlist How does waitlist work? for: Waitlist start and end dates Automated Re,sjsu_enrollment_limit_waitlist.txt
q5,Roughly how far before a semester starts does a student's enrollment appointment get posted on MySJSU?,sjsu_registration_basics.txt,False,sentence_window,5,129.15090005844831,384,1,0.6951447522905854,0.8065218809109498,83,Your enrollment appointment date and time is listed in your MySJSU student center. ,sjsu_chhs_faqs.txt
q5,Roughly how far before a semester starts does a student's enrollment appointment get posted on MySJSU?,sjsu_registration_basics.txt,False,sentence_window,5,129.15090005844831,384,2,0.6871893794024846,0.7958361165121901,130,It will be posted on MySJSU about three months before the semester starts and will end the day before the Enrollment Census Date. ,sjsu_registration_basics.txt
q5,Roughly how far before a semester starts does a student's enrollment appointment get posted on MySJSU?,sjsu_registration_basics.txt,False,sentence_window,5,129.15090005844831,384,3,0.6810274135719878,0.7126500291657134,71,You be able to view your Fall 2026 enrollment appointments on MySJSU.  ,sjsu_new_student_faq.txt
q5,Roughly how far before a semester starts does a student's enrollment appointment get posted on MySJSU?,sjsu_registration_basics.txt,False,sentence_window,5,129.15090005844831,384,4,0.6613329431986646,0.7245993226449066,649,"Class schedule available on MySJSU or SJSU Class Schedule Page Tue, April 21 - Tue, Sep 15 Registration Period for Continuing Students Waitlist Starts Enrollmen",sjsu_fall_2026_dates_deadlines.txt
q5,Roughly how far before a semester starts does a student's enrollment appointment get posted on MySJSU?,sjsu_registration_basics.txt,False,sentence_window,5,129.15090005844831,384,5,0.645138725182538,0.7150304268590175,215,Common Registration Issues 1290R Enrollment for Graduate Students Enrollment Appointments Your enrollment appointment is when you can start registering for clas,sjsu_registration_basics.txt
